timestamp,open,high,low,close,volume
2025-02-12 09:00:00,95731.40000000,98090.90000000,94003.90000000,97816.30000000,202448.079
2025-02-13 09:00:00,97816.30000000,98053.80000000,95160.10000000,96560.60000000,142240.526
2025-02-14 09:00:00,96560.60000000,98792.80000000,96225.70000000,97445.10000000,144452.957
2025-02-15 09:00:00,97445.20000000,97941.20000000,97170.00000000,97538.00000000,47418.593
2025-02-16 09:00:00,97538.00000000,97665.80000000,96002.00000000,96067.00000000,56684.873
2025-02-17 09:00:00,96067.00000000,97000.00000000,95150.60000000,95743.20000000,105576.986
2025-02-18 09:00:00,95743.10000000,96737.30000000,93321.60000000,95622.00000000,179173.362
2025-02-19 09:00:00,95622.00000000,96878.70000000,95012.50000000,96598.00000000,124996.873
2025-02-20 09:00:00,96597.90000000,98662.10000000,96366.00000000,98252.90000000,129180.172
2025-02-21 09:00:00,98252.80000000,99431.50000000,94830.40000000,96127.90000000,250618.273
2025-02-22 09:00:00,96128.00000000,96988.00000000,95701.90000000,96503.30000000,65792.150
2025-02-23 09:00:00,96503.30000000,96602.90000000,95180.20000000,96218.40000000,69298.691
2025-02-24 09:00:00,96218.40000000,96470.00000000,91300.00000000,91514.50000000,217488.750
2025-02-25 09:00:00,91514.50000000,92500.00000000,86020.40000000,88639.10000000,472296.502
2025-02-26 09:00:00,88639.10000000,89367.10000000,82222.00000000,84208.50000000,401141.821
2025-02-27 09:00:00,84208.60000000,87066.00000000,82667.00000000,84668.10000000,269408.530
2025-02-28 09:00:00,84668.20000000,85084.50000000,78200.20000000,84299.60000000,536343.231
2025-03-01 09:00:00,84299.60000000,86516.50000000,83779.00000000,86007.70000000,146996.671
2025-03-02 09:00:00,86007.70000000,94971.00000000,85015.00000000,94222.80000000,364711.538
2025-03-03 09:00:00,94222.00000000,94373.40000000,85029.00000000,86192.70000000,436032.402
2025-03-04 09:00:00,86193.30000000,88931.00000000,81200.00000000,87245.90000000,432434.798
2025-03-05 09:00:00,87245.90000000,91000.00000000,86328.00000000,90566.10000000,279001.090
2025-03-06 09:00:00,90566.10000000,92780.30000000,87790.50000000,89887.80000000,303058.632
2025-03-07 09:00:00,89887.90000000,91257.70000000,84600.00000000,86753.80000000,452474.195
2025-03-08 09:00:00,86753.80000000,86876.50000000,85108.00000000,86184.70000000,96106.187
2025-03-09 09:00:00,86184.70000000,86470.60000000,79933.40000000,80688.80000000,221609.348
2025-03-10 09:00:00,80690.70000000,84031.50000000,77410.10000000,78567.80000000,416386.797
2025-03-11 09:00:00,78567.80000000,83600.00000000,76560.00000000,82896.00000000,390779.169
2025-03-12 09:00:00,82896.00000000,84487.00000000,80578.50000000,83640.70000000,306171.124
2025-03-13 09:00:00,83640.70000000,84307.10000000,79903.40000000,81085.40000000,247960.052
2025-03-14 09:00:00,81085.50000000,85270.20000000,80772.00000000,83939.80000000,233544.708
2025-03-15 09:00:00,83939.90000000,84625.00000000,83564.50000000,84302.90000000,76674.970
2025-03-16 09:00:00,84303.00000000,85136.00000000,81925.60000000,82541.60000000,174630.700
2025-03-17 09:00:00,82541.60000000,84727.10000000,82384.00000000,83962.90000000,182662.082
2025-03-18 09:00:00,83963.00000000,83979.80000000,81113.50000000,82666.10000000,188897.749
2025-03-19 09:00:00,82666.20000000,86990.00000000,82501.80000000,86809.80000000,251961.741
2025-03-20 09:00:00,86809.80000000,87500.00000000,83613.60000000,84183.60000000,242943.492
2025-03-21 09:00:00,84183.60000000,84813.60000000,83122.00000000,84050.30000000,144422.271
2025-03-22 09:00:00,84050.30000000,84509.00000000,83589.50000000,83804.90000000,52218.652
2025-03-23 09:00:00,83804.90000000,86110.90000000,83761.20000000,86044.20000000,90899.873
2025-03-24 09:00:00,86044.10000000,88752.00000000,85478.30000000,87463.40000000,210907.484
2025-03-25 09:00:00,87463.40000000,88500.00000000,86260.00000000,87369.80000000,173505.289
2025-03-26 09:00:00,87369.90000000,88270.20000000,85816.30000000,86873.80000000,187956.695
2025-03-27 09:00:00,86873.90000000,87722.40000000,85724.50000000,87191.20000000,163451.689
2025-03-28 09:00:00,87191.20000000,87470.00000000,83531.70000000,84380.80000000,222284.560
2025-03-29 09:00:00,84380.80000000,84589.70000000,81601.00000000,82604.70000000,135513.705
2025-03-30 09:00:00,82604.80000000,83490.00000000,81501.40000000,82352.80000000,109565.925
2025-03-31 09:00:00,82353.10000000,83895.80000000,81222.00000000,82517.50000000,212064.576
2025-04-01 09:00:00,82517.50000000,85595.50000000,82383.30000000,85120.90000000,197263.176
2025-04-02 09:00:00,85121.00000000,88500.00000000,82300.00000000,82485.10000000,348964.378
2025-04-03 09:00:00,82485.10000000,83889.20000000,81172.20000000,83181.50000000,239163.519
2025-04-04 09:00:00,83181.70000000,84686.20000000,81624.60000000,83861.30000000,353109.206
2025-04-05 09:00:00,83861.40000000,84244.50000000,82333.80000000,83506.10000000,99574.204
2025-04-06 09:00:00,83506.10000000,83790.50000000,77111.00000000,78390.00000000,281191.753
2025-04-07 09:00:00,78390.10000000,81200.00000000,74457.00000000,79140.00000000,693843.503
2025-04-08 09:00:00,79140.10000000,80832.10000000,76200.10000000,76297.90000000,328409.534
2025-04-09 09:00:00,76298.00000000,83554.90000000,74578.50000000,82588.00000000,560649.862
2025-04-10 09:00:00,82587.90000000,82706.90000000,78416.00000000,79560.20000000,293662.100
2025-04-11 09:00:00,79560.30000000,84300.00000000,78935.50000000,83378.30000000,295777.871
2025-04-12 09:00:00,83378.30000000,85884.20000000,82756.00000000,85237.80000000,158002.837
2025-04-13 09:00:00,85237.90000000,86100.00000000,82991.50000000,83713.70000000,207038.380
2025-04-14 09:00:00,83713.80000000,85755.00000000,83630.90000000,84553.90000000,209349.356
2025-04-15 09:00:00,84553.90000000,86443.00000000,83560.00000000,83608.70000000,184522.182
2025-04-16 09:00:00,83608.60000000,85493.50000000,83063.90000000,83990.00000000,209441.418
2025-04-17 09:00:00,83990.10000000,85441.50000000,83700.00000000,84915.00000000,141033.195
2025-04-18 09:00:00,84914.90000000,85100.00000000,84260.00000000,84421.00000000,55218.842
2025-04-19 09:00:00,84421.00000000,85600.00000000,84317.20000000,85046.90000000,73380.566
2025-04-20 09:00:00,85046.90000000,85283.60000000,83900.00000000,85138.80000000,90651.818
2025-04-21 09:00:00,85138.90000000,88418.20000000,85100.00000000,87466.00000000,274069.871
2025-04-22 09:00:00,87466.00000000,94142.50000000,87017.50000000,93404.90000000,334005.081
2025-04-23 09:00:00,93404.90000000,94904.30000000,91898.00000000,93632.10000000,232748.428
2025-04-24 09:00:00,93632.20000000,93980.60000000,91619.00000000,93931.60000000,157092.728
2025-04-25 09:00:00,93931.50000000,95769.60000000,92788.00000000,94591.80000000,191830.477
2025-04-26 09:00:00,94591.80000000,95157.10000000,93833.00000000,94575.70000000,72538.209
2025-04-27 09:00:00,94575.70000000,95280.50000000,93547.30000000,93697.10000000,83816.183
2025-04-28 09:00:00,93697.00000000,95578.80000000,92700.00000000,94969.00000000,194420.716
2025-04-29 09:00:00,94969.00000000,95426.40000000,93678.70000000,94200.10000000,147831.794
2025-04-30 09:00:00,94200.10000000,95186.50000000,92848.10000000,94125.10000000,170929.310
2025-05-01 09:00:00,94125.20000000,97388.00000000,94086.70000000,96423.30000000,184526.755
2025-05-02 09:00:00,96423.20000000,97865.40000000,96283.10000000,96831.20000000,139197.526
2025-05-03 09:00:00,96831.20000000,96868.40000000,95700.00000000,95803.30000000,71420.629
2025-05-04 09:00:00,95803.30000000,96266.60000000,94116.40000000,94230.20000000,94260.877
2025-05-05 09:00:00,94230.20000000,95165.10000000,93445.10000000,94696.70000000,154902.375
2025-05-06 09:00:00,94696.70000000,96879.50000000,93327.00000000,96798.90000000,173683.066
2025-05-07 09:00:00,96798.90000000,97700.00000000,95718.50000000,96988.40000000,185267.142
2025-05-08 09:00:00,96988.40000000,104305.30000000,96831.50000000,103228.10000000,317422.469
2025-05-09 09:00:00,103228.00000000,104373.00000000,102240.00000000,102941.90000000,172883.922
2025-05-10 09:00:00,102941.90000000,105000.10000000,102784.00000000,104788.80000000,104384.537
2025-05-11 09:00:00,104788.80000000,104950.00000000,103283.30000000,104072.70000000,139136.421
2025-05-12 09:00:00,104072.70000000,105863.10000000,100678.00000000,102739.30000000,256542.699
2025-05-13 09:00:00,102739.30000000,104949.20000000,101400.00000000,104082.00000000,162368.328
2025-05-14 09:00:00,104082.00000000,104319.00000000,102536.00000000,103458.10000000,126264.097
2025-05-15 09:00:00,103458.10000000,104162.80000000,101270.80000000,103714.50000000,176344.106
2025-05-16 09:00:00,103714.20000000,104524.20000000,103062.30000000,103412.20000000,115513.049
2025-05-17 09:00:00,103412.20000000,103658.00000000,102541.60000000,103079.60000000,90372.669
2025-05-18 09:00:00,103079.50000000,106629.80000000,103052.20000000,106407.60000000,173224.284
2025-05-19 09:00:00,106407.50000000,107114.30000000,102038.80000000,105531.60000000,257825.604
2025-05-20 09:00:00,105531.50000000,107292.50000000,104115.20000000,106800.10000000,226187.246
2025-05-21 09:00:00,106800.00000000,110830.00000000,106037.90000000,109609.50000000,413589.854
2025-05-22 09:00:00,109609.60000000,111959.50000000,109153.40000000,111662.70000000,246067.033
2025-05-23 09:00:00,111662.60000000,111770.40000000,106721.90000000,107271.50000000,279480.347
2025-05-24 09:00:00,107271.60000000,109440.20000000,106836.00000000,107698.90000000,165158.758
2025-05-25 09:00:00,107699.00000000,109285.10000000,106497.00000000,108955.90000000,159465.803
2025-05-26 09:00:00,108956.00000000,110400.00000000,108616.60000000,109386.80000000,146992.220
2025-05-27 09:00:00,109386.80000000,110700.00000000,107438.00000000,108889.30000000,223599.905
2025-05-28 09:00:00,108889.20000000,109252.60000000,106723.90000000,107723.10000000,158417.759
2025-05-29 09:00:00,107723.10000000,108860.00000000,105054.20000000,105539.90000000,213101.255
2025-05-30 09:00:00,105539.90000000,106266.00000000,103555.00000000,103950.00000000,219701.302
2025-05-31 09:00:00,103949.90000000,104859.30000000,103032.10000000,104544.70000000,103607.840
2025-06-01 09:00:00,104544.60000000,105823.60000000,103704.10000000,105583.30000000,97420.240
2025-06-02 09:00:00,105583.30000000,105900.00000000,103600.60000000,105814.30000000,158252.918
2025-06-03 09:00:00,105814.40000000,106775.00000000,104822.40000000,105330.10000000,139216.007
2025-06-04 09:00:00,105330.10000000,105967.20000000,104111.70000000,104641.80000000,118534.125
2025-06-05 09:00:00,104641.80000000,105878.30000000,100305.10000000,101458.60000000,246238.674
2025-06-06 09:00:00,101458.70000000,105283.00000000,101003.40000000,104240.00000000,174300.906
2025-06-07 09:00:00,104240.10000000,105878.30000000,103800.10000000,105507.50000000,79833.173
2025-06-08 09:00:00,105507.50000000,106482.60000000,104927.40000000,105676.50000000,75105.104
2025-06-09 09:00:00,105676.50000000,110653.60000000,105253.20000000,110227.90000000,192956.409
2025-06-10 09:00:00,110228.00000000,110367.20000000,108282.00000000,110235.40000000,152216.974
2025-06-11 09:00:00,110235.40000000,110350.00000000,108001.20000000,108600.00000000,134422.321
2025-06-12 09:00:00,108600.10000000,108782.10000000,105602.00000000,105609.50000000,185790.190
2025-06-13 09:00:00,105609.40000000,106141.10000000,102614.00000000,106027.30000000,245935.413
2025-06-14 09:00:00,106027.30000000,106173.60000000,104225.40000000,105359.90000000,79911.570
2025-06-15 09:00:00,105359.80000000,106099.40000000,104399.90000000,105534.60000000,78819.399
2025-06-16 09:00:00,105534.70000000,108900.00000000,104920.00000000,106750.10000000,166813.219
2025-06-17 09:00:00,106750.10000000,107727.40000000,103300.00000000,104508.00000000,226051.863
2025-06-18 09:00:00,104508.00000000,105500.00000000,103426.10000000,104832.80000000,172706.399
2025-06-19 09:00:00,104832.80000000,105185.70000000,103870.30000000,104607.10000000,87710.605
2025-06-20 09:00:00,104607.10000000,106486.20000000,102255.30000000,103246.10000000,199102.135
2025-06-21 09:00:00,103246.10000000,103940.60000000,100789.90000000,102079.80000000,120771.350
2025-06-22 09:00:00,102079.80000000,103362.60000000,98115.40000000,100904.70000000,293562.636
2025-06-23 09:00:00,100904.70000000,106050.00000000,99547.60000000,105290.90000000,297222.041
2025-06-24 09:00:00,105291.00000000,106239.00000000,104570.80000000,106034.90000000,144449.887
2025-06-25 09:00:00,106034.90000000,108095.70000000,105755.60000000,107280.00000000,159277.823
2025-06-26 09:00:00,107280.10000000,108249.90000000,106500.00000000,106913.70000000,114433.386
2025-06-27 09:00:00,106913.80000000,107686.00000000,106313.10000000,107010.70000000,118637.450
2025-06-28 09:00:00,107010.60000000,107538.00000000,106767.00000000,107241.00000000,35670.419
2025-06-29 09:00:00,107240.90000000,108499.00000000,107112.60000000,108309.80000000,79448.325
2025-06-30 09:00:00,108309.80000000,108783.90000000,106686.40000000,107087.40000000,114681.386
2025-07-01 09:00:00,107087.30000000,107499.90000000,105182.60000000,105637.90000000,120434.401
2025-07-02 09:00:00,105637.90000000,109690.40000000,105010.00000000,108800.00000000,177567.261
2025-07-03 09:00:00,108800.00000000,110484.00000000,108480.60000000,109545.20000000,141487.997
2025-07-04 09:00:00,109545.10000000,109732.30000000,107200.00000000,107935.40000000,132305.847
2025-07-05 09:00:00,107935.30000000,108368.10000000,107688.30000000,108153.40000000,36660.948
2025-07-06 09:00:00,108153.40000000,109684.70000000,107743.40000000,109145.80000000,72388.603
2025-07-07 09:00:00,109145.80000000,109667.30000000,107456.00000000,108203.90000000,106397.578
2025-07-08 09:00:00,108203.90000000,109180.00000000,107400.00000000,108873.10000000,95156.027
2025-07-09 09:00:00,108873.20000000,112036.80000000,108273.50000000,111199.90000000,167834.731
2025-07-10 09:00:00,111199.80000000,117500.00000000,110432.20000000,115979.20000000,225570.213
2025-07-11 09:00:00,115979.20000000,118882.80000000,115186.70000000,117500.00000000,199819.357
2025-07-12 09:00:00,117500.00000000,118176.90000000,116862.40000000,117389.30000000,63722.472
2025-07-13 09:00:00,117389.40000000,119655.00000000,117164.30000000,119038.30000000,90052.381
2025-07-14 09:00:00,119038.30000000,123300.00000000,118862.60000000,119816.50000000,221556.120
2025-07-15 09:00:00,119816.50000000,119919.40000000,115678.10000000,117738.50000000,269977.446
2025-07-16 09:00:00,117738.60000000,120100.00000000,117017.10000000,118590.70000000,159165.948
2025-07-17 09:00:00,118590.70000000,120951.50000000,117412.80000000,119176.60000000,164274.401
2025-07-18 09:00:00,119176.50000000,120846.10000000,116788.90000000,117896.40000000,162246.906
2025-07-19 09:00:00,117896.50000000,118456.00000000,117245.90000000,117814.40000000,52531.193
2025-07-20 09:00:00,117814.30000000,118856.60000000,116370.10000000,117216.00000000,82380.582
2025-07-21 09:00:00,117216.10000000,119720.60000000,116454.10000000,117330.20000000,141885.848
2025-07-22 09:00:00,117330.20000000,120300.10000000,115865.00000000,119993.70000000,186832.450
2025-07-23 09:00:00,119993.70000000,120146.50000000,117250.00000000,118713.50000000,136986.897
2025-07-24 09:00:00,118713.40000000,119469.90000000,117050.20000000,118294.30000000,137377.613
2025-07-25 09:00:00,118294.40000000,118410.80000000,114667.30000000,117583.50000000,260386.754
2025-07-26 09:00:00,117583.40000000,118300.00000000,117114.20000000,117889.20000000,57218.604
2025-07-27 09:00:00,117889.30000000,119766.00000000,117800.80000000,119423.40000000,75978.959
2025-07-28 09:00:00,119423.50000000,119812.00000000,117388.00000000,118041.40000000,106712.329
2025-07-29 09:00:00,118041.50000000,119258.70000000,116923.00000000,117897.00000000,115263.463
2025-07-30 09:00:00,117897.10000000,118763.50000000,115700.00000000,117771.00000000,124917.857
2025-07-31 09:00:00,117771.10000000,118910.00000000,115373.90000000,115697.30000000,135037.467
2025-08-01 09:00:00,115697.30000000,116000.00000000,112660.00000000,113244.80000000,221282.099
2025-08-02 09:00:00,113244.80000000,114000.00000000,111910.00000000,112508.80000000,102459.448
2025-08-03 09:00:00,112508.80000000,114730.00000000,111850.00000000,114150.80000000,63183.869
2025-08-04 09:00:00,114150.90000000,115686.00000000,114053.80000000,115002.10000000,83328.591
2025-08-05 09:00:00,115002.10000000,115073.30000000,112582.40000000,114069.60000000,119316.428
2025-08-06 09:00:00,114069.60000000,115674.20000000,113304.50000000,114941.00000000,98598.670
2025-08-07 09:00:00,114941.00000000,117580.00000000,114211.40000000,117419.90000000,134409.055
2025-08-08 09:00:00,117419.90000000,117591.80000000,115850.00000000,116628.20000000,89828.611
2025-08-09 09:00:00,116628.20000000,117906.70000000,116304.00000000,116422.10000000,77924.534
2025-08-10 09:00:00,116422.10000000,119291.90000000,116413.20000000,119255.30000000,130331.779
2025-08-11 09:00:00,119255.30000000,122450.00000000,118050.00000000,118641.90000000,217088.254
2025-08-12 09:00:00,118641.80000000,120270.00000000,118154.30000000,120081.00000000,125708.555
